uid,group,join_dt,device,id,country,gender,uid,dt,device,spent
1019617,B,2023-01-25,I,1019617,BRA,F,,,,
1019618,B,2023-01-27,I,1019618,ESP,O,1019618,2023-01-27,I,211.78
1019619,B,2023-01-25,A,1019619,BRA,F,,,,
1019620,A,2023-01-28,I,1019620,USA,M,,,,
1019621,B,2023-01-28,A,1019621,USA,M,,,,
1019622,B,2023-01-27,A,1019622,ESP,M,,,,
1019623,A,2023-01-26,A,1019623,USA,F,,,,
1019624,A,2023-02-02,A,1019624,USA,F,,,,
1019625,A,2023-01-26,A,1019625,DEU,F,,,,
1019626,A,2023-01-25,I,1019626,FRA,F,,,,
1019627,A,2023-01-26,I,1019627,DEU,F,,,,
1019628,A,2023-01-27,I,1019628,CAN,M,,,,
1019629,A,2023-01-31,I,1019629,BRA,F,,,,
1019630,A,2023-01-26,A,1019630,BRA,M,,,,
1019631,B,2023-01-27,A,1019631,USA,,,,,
1019632,B,2023-01-26,A,1019632,BRA,F,,,,
1019633,B,2023-01-26,A,1019633,ESP,M,,,,
1019634,A,2023-01-26,A,1019634,DEU,M,,,,
1019635,A,2023-01-25,I,1019635,ESP,F,,,,
1019636,A,2023-01-25,A,1019636,GBR,F,,,,
1019637,A,2023-01-26,A,1019637,ESP,M,,,,
1019638,B,2023-01-27,I,1019638,FRA,F,,,,
1019639,B,2023-01-30,A,1019639,BRA,M,,,,
1019640,A,2023-01-26,I,1019640,BRA,F,,,,
1019641,A,2023-01-29,A,1019641,DEU,M,,,,
1019642,B,2023-01-28,A,1019642,MEX,F,,,,
1019643,B,2023-01-27,A,1019643,MEX,M,,,,
1019644,A,2023-01-30,A,1019644,GBR,,,,,
1019645,B,2023-01-25,A,1019645,USA,F,,,,
1019646,B,2023-01-25,A,1019646,DEU,F,,,,
1019647,A,2023-02-01,A,1019647,USA,F,,,,
1019648,B,2023-01-25,A,1019648,TUR,M,,,,
1019649,A,2023-02-03,I,1019649,BRA,M,1019649,2023-02-03,I,100.3
1019650,B,2023-02-03,A,1019650,USA,,,,,
1019651,B,2023-01-30,A,1019651,MEX,M,,,,
1019652,A,2023-01-28,A,1019652,BRA,M,,,,
1019653,A,2023-01-26,A,1019653,DEU,,,,,
1019654,A,2023-02-01,I,1019654,TUR,,,,,
1019655,B,2023-01-28,I,1019655,FRA,F,,,,
1019656,A,2023-01-26,A,1019656,BRA,,,,,
1019657,A,2023-01-27,A,1019657,CAN,F,,,,
1019658,B,2023-01-25,A,1019658,BRA,M,,,,
1019659,B,2023-02-06,I,1019659,TUR,M,,,,
1019660,B,2023-01-26,A,1019660,BRA,F,,,,
1019661,A,2023-01-27,I,1019661,MEX,M,,,,
1019662,A,2023-02-03,I,1019662,BRA,O,,,,
1019663,A,2023-01-25,A,1019663,USA,M,,,,
1019664,A,2023-02-05,I,1019664,BRA,M,,,,
1019665,A,2023-01-26,A,1019665,CAN,M,1019665,2023-01-26,A,17.93
1019666,A,2023-01-28,A,1019666,BRA,F,,,,
1019667,B,2023-02-06,A,1019667,GBR,M,,,,
1019668,A,2023-01-31,A,1019668,USA,M,,,,
1019669,B,2023-01-27,A,1019669,DEU,F,,,,
1019670,B,2023-02-02,A,1019670,BRA,M,,,,
1019671,A,2023-01-26,I,1019671,TUR,F,,,,
1019672,B,2023-01-29,I,1019672,TUR,M,1019672,2023-01-29,I,37.53
1019673,B,2023-01-30,A,1019673,MEX,M,,,,
1019674,B,2023-01-28,I,1019674,AUS,,,,,
1019675,B,2023-01-25,A,1019675,FRA,M,,,,
1019676,A,2023-01-26,I,1019676,MEX,,,,,
1019677,A,2023-01-26,A,1019677,MEX,M,,,,
1019678,B,2023-01-27,,1019678,MEX,F,,,,
1019679,B,2023-01-28,A,1019679,BRA,M,,,,
1019680,A,2023-01-26,I,1019680,GBR,M,,,,
1019681,A,2023-01-26,A,1019681,CAN,F,,,,
1019682,B,2023-02-02,A,1019682,TUR,,,,,
1019683,B,2023-01-25,I,1019683,MEX,F,,,,
1019684,A,2023-01-26,I,1019684,GBR,M,1019684,2023-02-01,I,64.53
1019685,B,2023-01-31,I,1019685,TUR,F,,,,
1019686,A,2023-02-03,A,1019686,DEU,M,,,,
1019687,B,2023-01-31,A,1019687,BRA,F,,,,
1019688,A,2023-01-28,I,1019688,USA,M,1019688,2023-02-02,I,49.89
1019689,B,2023-01-25,A,1019689,BRA,M,,,,
1019690,A,2023-01-25,I,1019690,USA,M,,,,
1019691,B,2023-02-05,A,1019691,MEX,F,,,,
1019692,B,2023-02-05,A,1019692,USA,O,,,,
1019693,B,2023-02-05,A,1019693,USA,M,1019693,2023-02-05,A,23.2
1019694,A,2023-01-28,A,1019694,GBR,F,,,,
1019695,B,2023-01-25,A,1019695,BRA,M,,,,
1019696,B,2023-01-25,A,1019696,AUS,F,,,,
1019697,B,2023-01-26,A,1019697,MEX,F,,,,
1019698,B,2023-01-25,A,1019698,TUR,F,,,,
1019699,A,2023-01-27,A,1019699,TUR,M,,,,
1019700,B,2023-01-29,A,1019700,BRA,M,,,,
1019701,B,2023-01-26,I,1019701,BRA,M,,,,
1019702,B,2023-01-27,I,1019702,MEX,,,,,
1019703,B,2023-01-26,I,1019703,CAN,M,,,,
1019704,B,2023-02-06,I,1019704,CAN,,,,,
1019705,B,2023-01-30,A,1019705,BRA,F,,,,
1019706,B,2023-01-30,A,1019706,TUR,M,,,,
1019707,B,2023-01-31,A,1019707,MEX,F,1019707,2023-01-31,A,85.05
1019708,B,2023-01-25,A,1019708,USA,F,,,,
1019709,B,2023-01-26,A,1019709,MEX,F,,,,
1019710,A,2023-01-27,A,1019710,DEU,O,,,,
1019711,A,2023-01-26,A,1019711,BRA,F,,,,
1019712,B,2023-02-05,A,1019712,USA,F,,,,
1019713,A,2023-02-01,A,1019713,BRA,F,,,,
1019714,B,2023-01-28,I,1019714,USA,F,,,,
1019715,A,2023-01-26,A,1019715,BRA,M,,,,
1019716,A,2023-01-25,I,1019716,MEX,F,,,,
1019717,A,2023-01-25,I,1019717,DEU,,,,,
1019718,B,2023-01-25,A,1019718,USA,F,,,,
1019719,A,2023-02-02,I,1019719,GBR,M,,,,
1019720,B,2023-01-28,I,1019720,DEU,,,,,
1019721,A,2023-01-26,I,1019721,CAN,M,,,,
1019722,A,2023-01-26,A,1019722,GBR,M,,,,
1019723,A,2023-01-27,A,1019723,MEX,M,,,,
1019724,B,2023-01-28,A,1019724,BRA,F,,,,
1019725,B,2023-01-26,I,1019725,DEU,M,,,,
1019726,B,2023-02-04,A,1019726,USA,F,,,,
1019727,B,2023-01-27,I,1019727,BRA,M,,,,
1019728,A,2023-01-26,A,1019728,FRA,F,,,,
1019729,A,2023-02-03,A,1019729,BRA,M,,,,
1019730,A,2023-01-25,A,1019730,DEU,F,,,,
1019731,A,2023-01-26,A,1019731,DEU,F,,,,
1019732,B,2023-01-25,A,1019732,USA,F,,,,
1019733,B,2023-02-02,I,1019733,BRA,M,,,,
1019734,B,2023-02-06,A,1019734,BRA,O,,,,
1019735,B,2023-01-26,A,1019735,TUR,M,,,,
1019736,B,2023-01-25,I,1019736,DEU,M,,,,
1019737,A,2023-01-28,A,1019737,TUR,F,,,,
1019738,A,2023-02-04,A,1019738,FRA,M,,,,
1019739,B,2023-01-31,A,1019739,BRA,F,,,,
1019740,A,2023-01-25,I,1019740,USA,M,,,,
1019741,A,2023-02-01,I,1019741,DEU,F,,,,
1019742,A,2023-01-28,A,1019742,MEX,M,,,,
1019743,A,2023-01-25,A,1019743,,F,,,,
1019744,B,2023-02-03,I,1019744,USA,,,,,
1019745,A,2023-01-27,A,1019745,USA,F,,,,
1019746,B,2023-01-25,A,1019746,FRA,,,,,
1019747,B,2023-01-30,A,1019747,BRA,F,,,,
1019748,A,2023-01-25,A,1019748,USA,M,,,,
1019749,B,2023-01-26,A,1019749,DEU,F,,,,
1019750,A,2023-01-30,I,1019750,CAN,F,,,,
1019751,A,2023-01-25,A,1019751,GBR,M,,,,
1019752,A,2023-01-27,A,1019752,TUR,,,,,
1019753,A,2023-01-25,A,1019753,MEX,F,,,,
1019754,B,2023-01-26,A,1019754,USA,,,,,
1019755,B,2023-01-31,A,1019755,BRA,F,1019755,2023-01-31,A,84.37
1019756,B,2023-01-26,I,1019756,USA,M,1019756,2023-01-26,I,144.98
1019757,B,2023-01-27,I,1019757,USA,M,,,,
1019758,B,2023-01-31,A,1019758,USA,F,,,,
1019759,B,2023-01-30,I,1019759,USA,F,,,,
1019760,A,2023-01-25,A,1019760,BRA,M,,,,
1019761,B,2023-01-25,A,1019761,FRA,,,,,
1019762,B,2023-01-28,I,1019762,CAN,M,,,,
1019763,B,2023-01-31,A,1019763,DEU,,,,,
1019764,A,2023-01-25,A,1019764,USA,F,,,,
1019765,A,2023-01-28,I,1019765,DEU,,,,,
1019766,B,2023-01-29,A,1019766,USA,F,,,,
1019767,B,2023-02-03,A,1019767,DEU,F,,,,
1019769,A,2023-01-27,A,1019769,ESP,,,,,
1019770,A,2023-01-29,A,1019770,TUR,F,,,,
1019771,A,2023-01-25,I,1019771,USA,M,,,,
1019772,B,2023-01-31,A,1019772,BRA,F,,,,
1019773,B,2023-01-26,I,1019773,TUR,M,,,,
1019774,A,2023-01-30,A,1019774,BRA,F,,,,
1019775,A,2023-01-27,A,1019775,TUR,F,,,,
1019776,A,2023-01-29,A,1019776,MEX,O,,,,
1019777,A,2023-01-26,I,1019777,USA,F,,,,
1019778,A,2023-01-28,I,1019778,TUR,,,,,
1019779,A,2023-01-29,A,1019779,USA,M,,,,
1019780,A,2023-01-25,A,1019780,DEU,O,,,,
1019781,B,2023-01-27,I,1019781,MEX,F,,,,
1019782,A,2023-01-26,A,1019782,DEU,F,,,,
1019783,A,2023-01-25,I,1019783,USA,M,,,,
1019784,B,2023-01-26,A,1019784,USA,M,,,,
1019785,A,2023-01-25,A,1019785,CAN,M,,,,
1019786,B,2023-01-28,I,1019786,USA,M,,,,
1019787,A,2023-01-30,I,1019787,DEU,F,,,,
1019788,B,2023-02-01,A,1019788,DEU,,,,,
1019789,B,2023-01-25,A,1019789,FRA,M,,,,
1019790,A,2023-01-31,I,1019790,USA,F,,,,
1019791,A,2023-01-27,A,1019791,MEX,M,,,,
1019793,B,2023-01-30,I,1019793,BRA,F,,,,
1019794,A,2023-01-26,I,1019794,FRA,M,,,,
1019795,A,2023-01-29,A,1019795,USA,F,,,,
1019796,B,2023-01-25,A,1019796,USA,F,,,,
1019797,A,2023-01-25,A,1019797,AUS,O,,,,
1019798,A,2023-01-26,I,1019798,FRA,F,,,,
1019799,B,2023-01-25,I,1019799,MEX,,,,,
1019800,A,2023-01-27,A,1019800,ESP,,,,,
1019801,B,2023-01-28,A,1019801,TUR,F,,,,
1019802,A,2023-02-04,A,1019802,USA,F,,,,
1019803,B,2023-01-30,A,1019803,USA,M,,,,
1019804,A,2023-01-25,A,1019804,TUR,M,,,,
1019805,B,2023-01-27,I,1019805,GBR,M,1019805,2023-01-27,I,131.69
1019806,A,2023-01-29,I,1019806,USA,M,,,,
1019807,B,2023-01-27,A,1019807,FRA,,,,,
1019808,B,2023-01-27,A,1019808,MEX,F,1019808,2023-01-27,A,137.73
1019809,A,2023-01-25,A,1019809,BRA,F,,,,
1019810,B,2023-01-28,A,1019810,GBR,F,,,,
1019811,A,2023-01-29,A,1019811,USA,,,,,
1019812,A,2023-01-25,I,1019812,USA,F,,,,
1019813,B,2023-02-03,I,1019813,,M,,,,
1019814,B,2023-01-28,A,1019814,BRA,,,,,
1019815,A,2023-01-25,A,1019815,MEX,F,,,,
1019816,B,2023-02-03,I,1019816,DEU,M,,,,
1019817,B,2023-02-03,A,1019817,USA,F,,,,
1019818,B,2023-01-30,I,1019818,TUR,F,,,,
1019819,A,2023-01-26,A,1019819,FRA,,,,,
1019820,B,2023-01-30,A,1019820,TUR,F,,,,
1019821,A,2023-01-31,A,1019821,BRA,F,,,,
1019822,B,2023-01-31,A,1019822,USA,O,,,,
1019823,A,2023-01-26,I,1019823,BRA,O,,,,
1019824,A,2023-01-29,I,1019824,MEX,,,,,
1019825,B,2023-02-03,A,1019825,CAN,F,,,,
1019826,B,2023-01-27,A,1019826,CAN,M,,,,
1019827,B,2023-01-28,A,1019827,USA,M,,,,
1019828,A,2023-01-25,A,1019828,MEX,M,,,,
1019829,A,2023-01-25,A,1019829,USA,M,,,,
1019830,A,2023-02-04,A,1019830,GBR,M,,,,
1019831,B,2023-01-27,A,1019831,USA,,,,,
1019832,B,2023-01-27,I,1019832,TUR,M,,,,
1019833,A,2023-01-29,I,1019833,GBR,F,,,,
1019834,B,2023-01-27,A,1019834,GBR,M,1019834,2023-01-30,A,101.83
1019835,A,2023-02-05,I,1019835,BRA,F,,,,
1019836,B,2023-02-02,A,1019836,USA,F,,,,
1019837,B,2023-01-28,I,1019837,BRA,M,,,,
1019838,B,2023-02-05,I,1019838,MEX,F,,,,
1019839,A,2023-01-30,A,1019839,USA,M,,,,
1019840,B,2023-01-25,A,1019840,BRA,M,,,,
1019842,A,2023-01-26,A,1019842,USA,F,,,,
1019843,A,2023-01-28,I,1019843,MEX,M,,,,
1019844,B,2023-02-01,I,1019844,MEX,F,,,,
1019845,B,2023-01-29,A,1019845,GBR,,,,,
1019846,B,2023-01-28,A,1019846,TUR,F,,,,
1019847,A,2023-01-26,I,1019847,TUR,,,,,
1019848,A,2023-02-05,I,1019848,USA,F,,,,
1019849,B,2023-01-30,I,1019849,MEX,,,,,
1019850,B,2023-01-25,A,1019850,BRA,F,,,,
1019851,A,2023-01-27,A,1019851,MEX,F,,,,
1019852,B,2023-02-06,A,1019852,USA,,,,,
1019853,B,2023-01-25,A,1019853,,F,,,,
1019854,B,2023-01-28,I,1019854,MEX,M,,,,
1019855,B,2023-01-25,A,1019855,DEU,F,,,,
1019856,A,2023-01-31,I,1019856,MEX,M,,,,
1019857,A,2023-02-02,I,1019857,BRA,F,,,,
1019858,A,2023-01-26,A,1019858,USA,F,,,,
1019859,A,2023-01-30,I,1019859,ESP,M,1019859,2023-01-30,I,45.55
1019860,A,2023-01-27,I,1019860,TUR,F,,,,
1019861,B,2023-01-26,A,1019861,GBR,M,,,,
1019862,A,2023-01-25,A,1019862,MEX,M,,,,
1019863,A,2023-01-27,I,1019863,TUR,M,,,,
1019864,A,2023-02-05,A,1019864,MEX,,,,,
1019865,A,2023-01-31,A,1019865,MEX,F,,,,
1019866,A,2023-01-26,A,1019866,DEU,F,,,,
1019867,B,2023-01-30,A,1019867,USA,M,,,,
1019868,A,2023-01-25,I,1019868,USA,F,1019868,2023-01-25,I,128.74
1019869,A,2023-01-29,I,1019869,USA,M,,,,
1019870,A,2023-01-26,A,1019870,USA,M,,,,
1019871,A,2023-01-26,I,1019871,BRA,F,1019871,2023-01-26,I,60
1019872,A,2023-02-01,A,1019872,MEX,M,,,,
1019873,B,2023-01-26,A,1019873,MEX,,,,,
1019874,B,2023-02-01,A,1019874,GBR,F,,,,
1019875,B,2023-01-25,I,1019875,GBR,F,,,,
1019876,A,2023-01-27,I,1019876,BRA,F,,,,
1019877,B,2023-01-28,A,1019877,USA,M,,,,
1019878,B,2023-01-26,A,1019878,MEX,M,,,,
1019879,A,2023-02-05,A,1019879,USA,F,,,,
1019881,B,2023-01-27,A,1019881,BRA,F,,,,
1019882,B,2023-01-25,I,1019882,USA,M,,,,
1019883,B,2023-02-01,A,1019883,BRA,M,,,,
1019884,B,2023-01-27,A,1019884,DEU,M,,,,
1019885,A,2023-01-27,I,1019885,GBR,M,,,,
1019888,A,2023-01-25,A,1019888,USA,M,,,,
1019889,B,2023-01-26,I,1019889,USA,F,,,,
1019890,A,2023-01-31,A,1019890,USA,M,,,,
1019891,B,2023-01-29,A,1019891,USA,F,,,,
1019892,A,2023-01-26,A,1019892,USA,O,,,,
1019893,B,2023-01-31,A,1019893,DEU,F,,,,
1019894,A,2023-01-25,I,1019894,BRA,M,,,,
1019895,B,2023-01-30,A,1019895,TUR,F,,,,
1019896,A,2023-01-25,A,1019896,USA,M,,,,
1019897,B,2023-01-27,A,1019897,DEU,F,,,,
1019898,B,2023-01-27,A,1019898,DEU,M,,,,
1019899,A,2023-02-03,I,1019899,MEX,F,,,,
1019900,A,2023-01-25,I,1019900,USA,F,,,,
1019901,B,2023-01-27,I,1019901,USA,M,,,,
1019902,A,2023-02-01,I,1019902,MEX,M,,,,
1019903,B,2023-01-25,A,1019903,USA,,,,,
1019904,B,2023-02-05,I,1019904,ESP,M,,,,
1019905,A,2023-01-27,A,1019905,BRA,F,,,,
1019906,A,2023-01-25,I,1019906,USA,F,,,,
1019907,A,2023-01-25,A,1019907,TUR,F,1019907,2023-01-25,A,745.8
1019909,A,2023-01-25,I,1019909,GBR,F,1019909,2023-01-29,I,77.52
1019910,A,2023-01-25,I,1019910,DEU,F,,,,
1019911,A,2023-01-27,I,1019911,CAN,M,,,,
1019912,A,2023-01-25,A,1019912,GBR,M,,,,
1019913,A,2023-01-30,I,1019913,ESP,M,,,,
1019914,B,2023-01-25,A,1019914,USA,M,,,,
1019915,B,2023-01-28,A,1019915,BRA,M,,,,
1019916,A,2023-02-02,A,1019916,MEX,F,,,,
1019917,A,2023-01-26,A,1019917,MEX,F,,,,
1019918,B,2023-01-27,A,1019918,USA,F,,,,
1019919,B,2023-01-25,I,1019919,MEX,M,,,,
1019920,A,2023-02-04,A,1019920,USA,F,,,,
1019921,A,2023-02-03,I,1019921,BRA,F,,,,
1019922,A,2023-01-26,I,1019922,MEX,O,,,,
1019923,B,2023-01-31,A,1019923,FRA,F,,,,
1019924,A,2023-01-30,A,1019924,USA,O,,,,
1019925,B,2023-01-25,A,1019925,USA,F,,,,
1019926,A,2023-01-26,A,1019926,USA,F,1019926,2023-01-30,A,42.8
1019927,A,2023-01-25,I,1019927,FRA,F,,,,
1019928,B,2023-01-28,I,1019928,BRA,F,,,,
1019929,B,2023-01-31,I,1019929,USA,M,,,,
1019930,B,2023-01-30,A,1019930,AUS,,,,,
1019931,A,2023-01-26,I,1019931,USA,F,,,,
1019932,A,2023-01-29,A,1019932,USA,M,,,,
1019933,B,2023-01-26,I,1019933,BRA,F,,,,
1019934,B,2023-01-28,A,1019934,USA,F,,,,
1019935,A,2023-01-26,I,1019935,MEX,F,,,,
1019936,A,2023-01-25,A,1019936,GBR,F,,,,
1019937,A,2023-02-03,A,1019937,DEU,F,1019937,2023-02-03,A,180.38
1019938,A,2023-02-01,I,1019938,MEX,F,,,,
1019939,A,2023-01-31,A,1019939,BRA,,,,,
1019940,A,2023-02-02,I,1019940,MEX,F,1019940,2023-02-02,I,335.1
1019941,A,2023-01-26,A,1019941,USA,,,,,
1019942,B,2023-01-25,A,1019942,ESP,M,,,,
1019943,A,2023-02-04,A,1019943,BRA,O,,,,
1019944,B,2023-01-31,A,1019944,GBR,M,,,,
1019945,A,2023-01-25,I,1019945,FRA,M,,,,
1019946,B,2023-01-25,A,1019946,BRA,M,,,,
1019947,A,2023-01-25,I,1019947,ESP,M,,,,
1019948,A,2023-01-25,A,1019948,ESP,M,,,,
1019949,A,2023-01-31,A,1019949,,F,,,,
1019950,B,2023-02-01,I,1019950,USA,,,,,
1019951,B,2023-01-30,I,1019951,USA,F,,,,
1019952,A,2023-01-27,A,1019952,BRA,F,,,,
1019953,B,2023-01-29,A,1019953,AUS,F,,,,
1019954,B,2023-01-30,A,1019954,DEU,F,,,,
1019955,B,2023-01-26,I,1019955,MEX,F,,,,
1019956,A,2023-01-25,I,1019956,DEU,M,,,,
1019957,B,2023-02-06,I,1019957,DEU,M,,,,
1019958,A,2023-01-27,A,1019958,BRA,M,,,,
1019959,A,2023-02-02,I,1019959,BRA,F,1019959,2023-02-04,I,67.58
1019960,A,2023-02-05,A,1019960,BRA,F,,,,
1019962,B,2023-01-29,A,1019962,USA,F,,,,
1019963,A,2023-01-25,I,1019963,TUR,F,,,,
1019964,B,2023-01-27,A,1019964,AUS,F,,,,
1019965,B,2023-01-28,I,1019965,ESP,,,,,
1019966,A,2023-01-25,I,1019966,ESP,M,,,,
1019967,A,2023-01-28,I,1019967,TUR,M,,,,
1019968,A,2023-01-30,A,1019968,TUR,,,,,
1019969,A,2023-02-06,A,1019969,GBR,,,,,
1019970,A,2023-01-26,I,1019970,BRA,,1019970,2023-01-31,I,124.22
1019971,A,2023-02-01,A,1019971,GBR,F,,,,
1019972,A,2023-02-01,A,1019972,DEU,F,,,,
1019973,A,2023-01-25,A,1019973,USA,F,,,,
1019974,A,2023-02-03,I,1019974,GBR,,,,,
1019975,B,2023-01-28,A,1019975,TUR,,,,,
1019976,B,2023-01-31,A,1019976,FRA,F,,,,
1019977,B,2023-01-29,A,1019977,,M,,,,
1019978,A,2023-01-29,A,1019978,USA,M,,,,
1019979,B,2023-01-31,A,1019979,BRA,F,,,,
1019980,A,2023-01-29,A,1019980,DEU,F,,,,
1019981,B,2023-01-27,A,1019981,AUS,,,,,
1019982,A,2023-01-25,A,1019982,USA,M,,,,
1019983,A,2023-01-28,A,1019983,GBR,M,,,,
1019984,A,2023-01-25,I,1019984,GBR,O,,,,
1019985,A,2023-01-27,A,1019985,BRA,,,,,
1019986,B,2023-01-31,A,1019986,USA,F,,,,
1019987,B,2023-01-27,I,1019987,USA,M,,,,
1019988,B,2023-01-26,A,1019988,USA,F,,,,
1019989,B,2023-01-29,I,1019989,BRA,M,1019989,2023-01-29,I,80.56
1019990,B,2023-01-27,A,1019990,USA,F,,,,
1019991,B,2023-01-26,A,1019991,BRA,F,,,,
1019992,B,2023-01-29,A,1019992,TUR,F,,,,
1019993,B,2023-01-29,A,1019993,USA,M,,,,
1019994,A,2023-01-27,,1019994,USA,F,,,,
1019995,B,2023-01-28,I,1019995,USA,M,,,,
1019996,A,2023-02-04,A,1019996,FRA,F,,,,
1019997,B,2023-01-27,I,1019997,GBR,M,,,,
1019998,B,2023-01-28,I,1019998,USA,F,,,,
1019999,B,2023-02-01,I,1019999,GBR,M,,,,
1020000,A,2023-01-31,I,1020000,MEX,F,,,,
1020001,B,2023-01-25,I,1020001,ESP,M,,,,
1020002,A,2023-01-25,I,1020002,BRA,F,,,,
1020003,B,2023-02-02,A,1020003,DEU,F,,,,
1020004,A,2023-02-06,I,1020004,USA,,1020004,2023-02-06,I,118.66
1020005,A,2023-02-01,A,1020005,USA,F,,,,
1020006,A,2023-01-26,A,1020006,BRA,F,,,,
1020007,A,2023-01-25,A,1020007,BRA,F,,,,
1020008,B,2023-01-29,A,1020008,MEX,F,,,,
1020009,B,2023-01-29,A,1020009,DEU,M,,,,
1020010,B,2023-01-26,A,1020010,USA,F,,,,
1020011,B,2023-01-28,,1020011,USA,F,,,,
1020012,B,2023-01-27,I,1020012,USA,F,,,,
1020013,A,2023-01-31,I,1020013,DEU,O,,,,
1020014,B,2023-01-26,A,1020014,TUR,,,,,
1020016,B,2023-01-25,I,1020016,USA,M,,,,
1020017,B,2023-01-25,A,1020017,TUR,M,,,,
1020018,B,2023-01-26,A,1020018,BRA,M,,,,
1020019,A,2023-01-26,A,1020019,USA,F,1020019,2023-01-26,A,106.58
1020020,B,2023-01-26,A,1020020,DEU,F,,,,
1020021,A,2023-01-28,I,1020021,BRA,M,,,,
1020022,B,2023-01-27,A,1020022,DEU,,,,,
1020023,A,2023-01-25,A,1020023,TUR,M,,,,
1020024,A,2023-01-25,I,1020024,USA,F,,,,
1020025,B,2023-02-03,A,1020025,USA,F,,,,
1020026,B,2023-01-27,A,1020026,MEX,O,,,,
1020027,A,2023-02-06,A,1020027,USA,,,,,
1020028,A,2023-01-25,A,1020028,BRA,M,,,,
1020029,B,2023-01-26,I,1020029,MEX,F,,,,
1020030,A,2023-01-29,A,1020030,USA,M,,,,
1020031,B,2023-01-29,A,1020031,BRA,F,,,,
1020032,A,2023-01-31,A,1020032,BRA,F,,,,
1020033,A,2023-01-29,A,1020033,USA,F,,,,
1020035,B,2023-01-27,A,1020035,GBR,F,,,,
1020036,B,2023-01-25,A,1020036,USA,M,,,,
1020037,B,2023-01-28,A,1020037,FRA,M,,,,
1020038,B,2023-01-27,I,1020038,BRA,F,,,,
1020039,B,2023-01-26,I,1020039,USA,M,,,,
1020040,A,2023-02-06,A,1020040,USA,M,,,,
1020041,A,2023-01-26,A,1020041,DEU,M,,,,
1020042,A,2023-01-29,A,1020042,DEU,M,,,,
1020043,A,2023-02-06,A,1020043,USA,F,,,,
1020044,B,2023-02-03,A,1020044,AUS,F,,,,
1020045,B,2023-01-31,A,1020045,USA,M,,,,
1020046,B,2023-01-25,I,1020046,DEU,M,,,,
1020047,A,2023-01-31,I,1020047,TUR,M,,,,
1020048,B,2023-01-27,I,1020048,USA,F,,,,
1020049,A,2023-01-26,A,1020049,BRA,M,,,,
1020050,A,2023-01-27,A,1020050,BRA,M,,,,
1020051,B,2023-01-30,A,1020051,MEX,M,,,,
1020052,B,2023-01-26,I,1020052,DEU,M,1020052,2023-01-26,I,15.82
1020053,B,2023-01-25,A,1020053,FRA,M,,,,
1020054,B,2023-01-28,I,1020054,USA,O,,,,
1020055,B,2023-01-30,A,1020055,MEX,F,,,,
1020056,B,2023-01-26,A,1020056,TUR,M,,,,
1020057,A,2023-01-28,A,1020057,USA,F,,,,
1020058,A,2023-01-25,A,1020058,BRA,F,,,,
1020059,B,2023-01-25,A,1020059,USA,F,,,,
1020060,B,2023-02-04,A,1020060,GBR,,,,,
1020061,A,2023-02-03,A,1020061,MEX,M,,,,
1020062,A,2023-01-26,A,1020062,BRA,F,,,,
1020063,B,2023-01-25,A,1020063,USA,M,,,,
1020064,B,2023-01-30,A,1020064,FRA,F,,,,
1020065,B,2023-01-25,A,1020065,GBR,,,,,
1020066,B,2023-02-01,I,1020066,TUR,,,,,
1020067,B,2023-01-26,A,1020067,GBR,F,,,,
1020068,B,2023-01-29,I,1020068,BRA,M,,,,
1020069,A,2023-01-27,I,1020069,USA,F,,,,
1020070,A,2023-01-28,I,1020070,USA,F,,,,
1020071,B,2023-01-25,A,1020071,TUR,,,,,
1020072,A,2023-01-28,A,1020072,GBR,F,,,,
1020073,A,2023-01-27,A,1020073,GBR,M,,,,
1020074,A,2023-01-29,I,1020074,TUR,F,,,,
1020076,A,2023-01-27,A,1020076,USA,M,,,,
1020077,B,2023-01-25,A,1020077,MEX,M,,,,
1020078,A,2023-01-25,A,1020078,TUR,,,,,
1020079,B,2023-01-27,A,1020079,BRA,,,,,
1020080,A,2023-01-27,A,1020080,GBR,M,,,,
1020081,A,2023-02-05,A,1020081,DEU,F,,,,
1020082,B,2023-01-26,A,1020082,,M,1020082,2023-01-31,A,80.62
1020083,A,2023-01-26,A,1020083,ESP,M,,,,
1020084,A,2023-01-25,I,1020084,DEU,M,,,,
1020085,B,2023-01-27,A,1020085,BRA,M,,,,
1020086,B,2023-01-25,A,1020086,MEX,F,,,,
1020087,B,2023-01-27,I,1020087,USA,F,,,,
1020088,A,2023-01-30,A,1020088,TUR,M,,,,
1020089,A,2023-01-27,A,1020089,BRA,M,,,,
1020090,A,2023-01-29,A,1020090,FRA,,,,,
1020091,A,2023-01-31,,1020091,USA,M,,,,
1020093,B,2023-01-26,A,1020093,ESP,F,,,,
1020094,B,2023-01-25,A,1020094,BRA,M,,,,
1020095,B,2023-02-02,A,1020095,USA,M,,,,
1020096,A,2023-01-25,I,1020096,DEU,M,,,,
1020097,A,2023-02-01,A,1020097,BRA,M,,,,
1020098,B,2023-01-25,I,1020098,MEX,F,,,,
1020099,B,2023-01-25,I,1020099,USA,M,1020099,2023-01-25,I,112.01
1020100,A,2023-01-29,A,1020100,DEU,M,,,,
1020101,B,2023-01-25,A,1020101,FRA,M,,,,
1020102,B,2023-02-03,A,1020102,GBR,M,,,,
1020103,B,2023-01-29,A,1020103,USA,M,1020103,2023-02-01,A,164.62
